"TABLENAME","CNNAME","KINDS","PKCOLUMN","MEMO"
"GSP_LIQUID_QUALITY_CHECK","","1","CHECKID",""
"GSP_LIQUID_QUALITY_CHECK_V","","2","",""
"GSP_LOT_CONSERVEDATE","","1","LOTID,STHOUSEID",""
"GSP_LS_DESTROY_DOC","","1","DESTROYDOCID",""
"GSP_LS_DESTROY_DOC_V","","2","",""
"GSP_LS_DESTROY_DTL","","1","DESTROYDTLID",""
"GSP_LS_DESTROY_DTL_V","","2","",""
"GSP_LS_DESTROY_GEN_V","","2","",""
"GSP_MED_MANAGE_PERMIT","","1","MEDID",""
"GSP_MED_MANAGE_PERMIT_V","","2","",""
"PUB_COMPANY_SET_DTL","","1","SETDTLID",""
"PUB_PRINTPOINT","","1","PRINTPOINTID",""
"PUB_PRINTPOINT_DTL","","1","SEQID",""
"RF_GROUP_OP","","1","GROUPOPID",""
"RF_OP","","1","OPID",""
"T101_HIS","","1","",""
"T102_HIS","","1","",""
"T103_HIS","","1","",""
"T301_HIS","","1","",""
"T302_HIS","","1","",""
"T310_HIS","","1","",""
"T360","","1","GOODSOWNERID,TRADEID,TRADEDTLID",""
"T390","","1","",""
"T610","","1","IODTLID",""
"T610_HIS","","1","IODTLID",""
"MPCS_GMP_ACCEPT_DOC","","1","ACCEPTID",""
"MPCS_GMP_APPEAL","","1","APPEALID",""
"MPCS_GMP_ASKCHECK","","1","ASKCHECKID",""
"MPCS_GMP_BADNESS_DOC","","1","BADNESSID",""
"MPCS_GMP_BADNESS_GOODS_DTL","","1","BADGOODSID",""
"MPCS_GMP_CHECK_DOC","","1","CHECKDOCID",""
"MPCS_GMP_CHECK_RESULT","","1","CHECKRESULTID",""
"MPCS_GMP_DESTROY","","1","DESTROYID",""
"MPCS_GMP_DESTROY_GOODS","","1","DESGOODSID",""
"MPCS_GMP_DEVIATION","","1","DEVIATIONID",""
"MPCS_GMP_GOODSBACK_DOC","","1","GOODSBACKID",""
"MPCS_GMP_GOODSBACK_DTL","","1","BACKSONID",""
"MPCS_GMP_INVE_DEVIATION","","1","DEVIATIONDTLID",""
"MPCS_GMP_JUDGE_DOC","","1","JUDGEID",""
"MPCS_GMP_PASS_NOTICE","","1","NOTICEID",""
"MPCS_GMP_SAMPLEDES","","1","SAMPLEDESID",""
"MPCS_GMP_SAMPLING_RECORD_DTL","","1","SAMPLERECORDID",""
"GRESA_PRESCRIPTION_DTL_V","处方细单ID","2","",""
"GSP_COMPANY_MANAGERAGE_MSG","客户经营范围信息表","1","PKID",""
"GRESA_PRESCRIPTION_V","处方总单","2","",""
"MPCS_GMP_STAYSAMPLE","","1","SAMPLEID",""
"MPCS_GMP_STD","","1","STDID",""
"MPCS_GMP_STD_GOODS","","1","GOODSSTDID",""
"MPCS_GMP_STDITEM","","1","STDITEMID",""
"MPCS_GOODS_PROD_PROP","","1","GOODSID",""
"MPCS_MB_DEF_SEG","","1","SEGID",""
"NP_QF_INSTANCE_WAIT_V","","2","",""
"NP_QF_NODE_AUTH_V","","2","",""
"NP_QF_INSTANCE_V","","2","",""
"GSP_GOODS_ALTER_APPROVE","","1","APPROVEID",""
"GSP_COMPANY_LICENSE_V","","2","",""
"GSP_EMPLOYEE_OP_DTL_V","","2","",""
"GSP_EMPLOYEE_OP_V","","2","",""
"PUB_ENTRY_GOODS_V","","2","",""
"BMS_ENTRY_FACTORY_APPROVE","","1","APPROVEID",""
"GSP_ENTRY_CUSTOMER_APPROVE","","1","APPROVEID",""
"GSP_ENTRY_FACTORY_APPROVE","","1","APPROVEID",""
"GSP_ENTRY_SUPPLYER_APPROVE","","1","APPROVEID",""
"PUB_ENTRY_FACTORY","","1","ENTRYFACTORYID",""
"BMS_ENTRY_CUSTOMER_APPROVE","","1","APPROVEID",""
"BMS_ENTRY_SUPPLYER_APPROVE","","1","APPROVEID",""
"PUB_ENTRY_CUSTOMER_V","","2","",""
"GSP_GOODS_TMP_V","","2","",""
"GSP_EMPLOYEE_OP_DOC_V","","2","",""
"GSP_GOODS_LC_DOC_V","","2","",""
"GSP_COMPANY_LC_DTL_V","","2","",""
"GSP_GOODS_LC_DTL_V","","2","",""
"GSP_COMPANY_LC_DOC_V","","2","",""
"GSP_GOODS_LICENSE_VIEW","","2","",""
"BMS_ENTRY_FACTORY_APPROVE_V","","2","",""
"GSP_ENTRY_FACTORY_APPROVE_V","","2","",""
"PUB_ENTRY_FACTORY_V","","2","",""
"GSP_ENTRY_SUPPLYER_APPROVE_V","","2","",""
"BMS_ENTRY_SUPPLYER_APPROVE_V","","2","",""
"GSP_ENTRY_CUSTOMER_APPROVE_V","","2","",""
"BMS_ENTRY_CUSTOMER_APPROVE_V","","2","",""
"PUB_ENTRY_CUSTOMER","","1","ENTRYCUSTOMERID",""
"BMS_ST_RG_DTL_EMF_FINUPTASK_V","","2","",""
"BMS_ST_RG_DTL_FINUPTASK_V","","2","",""
"GSP_TRANSCONTROL_RECORD","委托运输记录","1","TRID","运输调度管理"
"GSP_SA_GOODS_RECORD","GSP销售记录","1","RECORDID","GSP销售记录，销售出库记账、销退入库记账时根据出入库细单生成"
"PUB_ENTRY_SUPPLYER","","1","ENTRYSUPPLYERID",""
"BMS_ECODE_RECORD","","1","RECORDID",""
"PUB_ENTRY_SUPPLYER_V","","2","",""
"GSP_KEEP_OUT_RECORD","GSP销售出库记录","1","RECORDID","销售出库时，根据出库细单生成"
"GSP_KEEP_OUT_RECORD_V","药品出库复核记录","2","",""
"MPCS_PR_BOM_DOC","","1","BOMID",""
"GSP_SA_GOODS_RECORD_V","GSP销售记录","2","",""
"GSP_TRANSCONTROL_RECORD_V","GSP委托运输记录","2","",""
"MPCS_PR_CMDMAT_DTL","","1","CMDMATID",""
"GSP_FACTORY_TMP_V","","2","",""
"MPCS_PR_BOM_DTL","","1","BOMDTLID",""
"MPCS_PR_CMD_DOC","","1","CMDID",""
"GSP_BMS_RECORD_V","","2","",""
"BMS_ECODE_RECORD_V","","2","",""
"MPCS_PR_BOM_DOC_V","","2","",""
"MPCS_PR_BOM_DTL_V","","2","",""
"MPCS_PR_CMD_DOC_V","","2","",""
"MPCS_PR_CMDMAT_DTL_V","","2","",""
"BMS_SK_QUERY_COLLECT_V_BK","","2","",""
"GSP_GOODS_ALTER_APPROVE_V","","2","",""
"GSP_CUSTOMER_ALTER_APPROVE","","1","APPROVEID",""
"GSP_SUPPLYER_ALTER_APPROVE","","1","APPROVEID",""
"GSP_SUPPLYER_TMP_V","","2","",""
"GSP_FACTORY_TMP","","1","PKID",""
"GSP_CUSTOMER_TMP","","1","PKID",""
"GSP_SUPPLYER_TMP","","1","PKID",""
"GSP_CUSTOMER_ALTER_APPROVE_V","","2","",""
"GSP_SUPPLYER_ALTER_APPROVE_V","","2","",""
"GSP_RECOVER_DTL_V","追回细单","2","",""
"GSP_FACTORY_ALTER_APPROVE_V","","2","",""
"GSP_RECOVER_SA_RETURN_V","追回明细视图","2","",""
"PUB_ENTRY_GOODS_TMP_V","","2","",""
"GSP_RECOVER_DOC_V","追回总单视图","2","",""
"GSP_RECOVER_DOC","追回总单","1","RECDOCID",""
"GSP_RECOVER_DTL","","1","RECDTLID",""
"GSP_RECOVER_SA_RETURN","","1","RECSARETURNID",""
"GSP_CUSTOMER_TMP_V","","2","",""
"GSP_PHYCONSERVE_V","","2","",""
"GSP_LICENSE_VALIDDATE_QUERY_V","","2","",""
"GSP_RECOVER_ADDSURETURN_HOV_V","追回单勾选销退单视图","2","",""
"GSP_RECALL_TO_ADJUSTS","召回细单库存调整对应管理表","1","PKID",""
"GSP_RECALL_DOC_V","追回总单视图","2","",""
"GSP_RECALL_DOC","召回总单","1","RECALLDOCID",""
"GSP_RECALL_DTL","召回细单","1","RECALLDTLID",""
"GSP_RECALL_SU_RETURN","召回明细","1","RECALLSURETURNID",""
"NMRMS_ACCOUNT_LOG","","1","LOGID",""
"GSP_RECALL_DTL_V","召回明细视图","2","",""
"GSP_PHARMACOLOGY_V","","2","",""
"NMRMS_FLOW_IMPTMP15","","1","",""
"NMRMS_ACT_CALENDAR","","1","CALENDARID",""
"NMRMS_ACT_MARKETPLAN","","1","MARKETPLANID",""
"NMRMS_ACT_MARKETPLAN_DTL","","1","MARKETPLANDTLID",""
"NMRMS_ACT_MASTER_EVALUATE","","1","EVALUATEID",""
"NMRMS_ACT_MASTER_WEEKPLAN","","1","WEEKPLANID",""
"NMRMS_ACT_MASTER_WEEKPLAN_DTL","","1","WEEKPLANDTLID",""
"NMRMS_ACT_MONTHPLAN","","1","MONTHPLANID",""
"NMRMS_ACT_MONTHPLAN_DTL","","1","MONTHPLANDTLID",""
"NMRMS_ACT_MONTHPLAN_EVALUATE","","1","EVALUATEID",""
"NMRMS_ACT_QUARTERPLAN","","1","MONTHPLANID",""
"NMRMS_ACT_QUARTERPLAN_DTL","","1","MONTHPLANDTLID",""
"NMRMS_ACT_QUARTER_EVALUATE","","1","EVALUATEID",""
"NMRMS_AGREPOLI_BUDGET_DOC","","1","SEQID",""
"NMRMS_AGREPOLI_BUDGET_DTL","","1","SEQDTLID",""
"NMRMS_ASSESS_ALT_REC","","1","RECID",""
"NMRMS_ASSESS_FEE","","1","FEEID",""
"NMRMS_ASSESS_MB_SETUP","","1","SETUPID",""
"NMRMS_ASSESS_MB_SETUP_DTL","","1","SETUPDTLID",""
"NMRMS_ASSESS_MSSETUP","","1","SETUPID",""
"NMRMS_ASSESS_MSSETUP_DTL","","1","SETUPDTLID",""
"NMRMS_ASSESS_PGHPSH","","1","PGHPSHID",""
"NMRMS_ASSESS_PGHREC","","1","PGHRECID",""
"NMRMS_ASSESS_REC_PGH","","1","PGHID",""
"NMRMS_ASSESS_REC_PGHU","","1","PGHUID",""
"NMRMS_ASSESS_REC_SPACE","","1","SPACEID",""
"NMRMS_ASSESS_SALARY","","1","SALARYID",""
"NMRMS_ASSESS_SALEQTY","","1","SALEQTYID",""
"NMRMS_ASSESS_SALEQTY_DTL","","1","SALEQTYDTLID",""
"NMRMS_ASSESS_TERRLT_DOC","","1","RLTID",""
"NMRMS_ASSESS_TERRLT_DTL","","1","RLTDTLID",""
"NMRMS_BGTDEPT_SET","","1","ID",""
"NMRMS_BUDGET_SET","","1","SUBJECTID",""
"NMRMS_BUSFLOW_DOC","","1","FLOWDOCID",""
"NMRMS_BUSFLOW_DTL","","1","FLOWGOODSDTLID",""
"NMRMS_CLINIQUE","","1","CLINIQUEID",""
"NMRMS_COLLECT_HOSSALES","","1","HOSSALESID",""
"NMRMS_COLLECT_HOSSALES_DTL","","1","HOSSALESDTLID",""
"NMRMS_COLUMN_FEE_RECDTL","","1","COLUMN_ID",""
"NMRMS_COMPANY_CONTACTMAN","","1","CONTACTMANID",""
"NMRMS_COMPANY_TMP","","1","TMPID",""
"NMRMS_DDL","","1","DEFID",""
"NMRMS_DEPTPOLICY_GOODS","","1","SEQID",""
"NMRMS_DEPTPOLI_BUDGET_DOC","","1","SEQID",""
"NMRMS_DEPTPOLI_BUDGET_DTL","","1","SEQDTLID",""
"NMRMS_DEPT_COMPANY","","1","DEPTCOMPANYID",""
"NMRMS_DISTOFLOW_DOC","","1","DOCID",""
"NMRMS_DISTOFLOW_RLT","","1","RLTID",""
"NMRMS_DISTOFLOW_RLTXY","","1","RLTID",""
"NMRMS_DISTRIBUTOR","","1","DISTRIBUTORID",""
"NMRMS_DIS_AGREEMANAGE_COMPLETE","","1","",""
"NMRMS_DIS_COLLECT_DOC","","1","DISCOLDOCID",""
"NMRMS_DIS_CUSTODIS_GOODS","","1","",""
"NMRMS_DIS_CUSTODIS_QRY","","1","",""
"NMRMS_DOCTOR","","1","DOCTORID",""
"NMRMS_DOCTOR_FAMILY","","1","MEMBERID",""
"NMRMS_DOCTOR_GOODS","","1","DOCTORGOODSID",""
"NMRMS_EMPLOYEE_COMPANY","","1","EMPLOYEECOMPANYID",""
"NMRMS_EMPLOYEE_DOCTOR","","1","EMPLOYEEDOCTORID",""
"NMRMS_EMPLOYEE_GOODS","","1","EMPLOYEEGOODSID",""
"NMRMS_EMP_KPI","","1","KPIID",""
"NMRMS_EMP_TO_DEPT_DOC","","1","MOREEMPDOCID",""
"NMRMS_EMP_TO_TERR","","1","RLTID",""
"NMRMS_EXPERT_DOC","","1","EXPERTID",""
"NMRMS_EXPERT_DTL","","1","EXPERTDTLID",""
"NMRMS_FEESAPPLYDOC","","1","APPDOCID",""
"NMRMS_FEESAPPLYDTL","","1","APPDTLID",""
"NMRMS_FEESEXPENSE","","1","FEESID",""
"NMRMS_FEESEXPENSE_TMP","","1","",""
"NMRMS_FEE_APPLY","","1","APPLYID",""
"NMRMS_FEE_APPLY_DTL","","1","APPLYDTLID",""
"NMRMS_FEE_BORROWOFF","","1","BORROWOFFID",""
"NMRMS_FEE_BUDGET","","1","BUDGETID",""
"NMRMS_FEE_BUDGET_DTL","","1","BUDGETDTLID",""
"NMRMS_FEE_CLASS","","1","CLASSID",""
"NMRMS_FEE_HIGHKARAR_LOG","","1","LOGID",""
"NMRMS_FEE_HIGHKARAR_TMP1","","1","",""
"NMRMS_FEE_HIGHKARAT","","1","KARATID",""
"NMRMS_FEE_HIGHKARAT_REC_DTL","","1","RECDTLID",""
"NMRMS_FEE_HIGHKARAT_TMP","","1","",""
"NMRMS_FEE_HIGHKARAT_VOUCHER","","1","VOUCHERID",""
"NMRMS_FEE_LIMIT","","1","LIMITID",""
"NMRMS_FEE_LIMIT_DTL","","1","LIMITDTLID",""
"NMRMS_FEE_PAYLIST_DTL","","1","PAYLISTDTLID",""
"NMRMS_FEE_PRINT_LOG","","1","RECID",""
"NMRMS_FEE_REC_DTL","","1","RECDTLID",""
"NMRMS_FEE_REC_DTL_TMP","","1","",""
"NMRMS_FEE_REC_TMP","","1","",""
"NMRMS_FEE_SAPLAN_DOC","","1","SAPLANID",""
"NMRMS_FEE_SAPLAN_DTL","","1","SAPLANDTLID",""
"NMRMS_FEE_WRITEOFF","","1","WRITEOFFID",""
"NMRMS_FLOWMONTHACCOUNT_DTL","","1","ACCOUNTDTLID",""
"NMRMS_FLOWMONTHCOUNT_TMP","","1","",""
"NMRMS_FLOW_BUSI_ORG","","1","ORGID",""
"NMRMS_FLOW_BUSI_ORG_DTL","","1","ORGDTLID",""
"NMRMS_FLOW_BUSI_ORG_OLD","","1","ORGDTLID",""
"NMRMS_FLOW_BUSSINESS_IMP","","1","IMPID",""
"NMRMS_FLOW_DIRECTDB_LOG","","1","SEQID",""
"NMRMS_FLOW_DIRECTOP_DIC","","1","DICID",""
"NMRMS_FLOW_DISTOCUS_RLT","","1","RLTID",""
"NMRMS_FLOW_DISTOGOODS_RLT","","1","RLTID",""
"NMRMS_FLOW_GATHER","","1","GATHERID",""
"NMRMS_FLOW_IMPTMP","","1","",""
"NMRMS_FLOW_IMPTMP0","","1","",""
"NMRMS_FLOW_IMPTMP12","","1","",""
"NMRMS_FLOW_IMPTMP1204","","1","",""
"NMRMS_FLOW_IMPTMP13","","1","",""
"NMRMS_FLOW_IMPTMP14","","1","",""
"GSP_MEDORG_CERTIFY_PERMIT","","1","MEDORGID",""
"GSP_MEDORG_CERTIFY_PERMIT_V","","2","",""
"GSP_NEWMED_APPROVE","","1","MEDAPPID",""
"GSP_NEWMED_APPROVE_V","","2","",""
"GSP_NEWMED_CHECK_DOC","","1","CHECKID",""
"GSP_NEWMED_CHECK_DOC_V","","2","",""
"GSP_NEWMED_CHECK_DTL","","1","CHECKDTLID",""
"GSP_NEWMED_CHECK_DTL_V","","2","",""
"GSP_NTMDCN_CONSERVE","","1","CONSERVEID",""
"GSP_NTMDCN_QUALITY_CHECK","","1","CHECKID",""
"GSP_NTMDCN_QUALITY_CHECK_V","","2","",""
"GSP_ORGANISE_CODE_PERMIT","","1","CODEID",""
"GSP_ORGANISE_CODE_PERMIT_V","","2","",""
"GSP_PERMIT_VALIDDATE_QUERY_V","","2","",""
"PUB_GOODS_VARIETY_DESC_CLASS","货品大类管理","1","VARDESCLASSID",""
"PUB_GOODS_VARIETY_DESC_CLASS_V","货品大类视图","2","",""
"PUB_GOODS_VARIETY_DESC_V","品类视图","2","",""
"PUB_GOODS_VARIETY_DTL_V","","2","",""
"PUB_GOODS_VARIETY_HOV_V","品种HOV视图","2","",""
"PUB_GOODS_VARIETY_V","品种视图","2","",""
"PUB_GOODSVARIETY_CENTER_V","","2","",""
"PUB_GOODSVARIETY_CENTERRELATE","总部品类角色表","1","SEQID",""
"PUB_GOODSVARIETY_COST_V","","2","",""
"PUB_GOODSVARIETY_LAYOUT_V","","2","",""
"PUB_GOODSVARIETY_POINT_V","","2","",""
"PUB_GOODSVARIETY_POINTRELATE","","1","SEQID",""
"PUB_GOODSVARIETY_PRICE_V","","2","",""
"PUB_GOODSVARIETY_TYPE_V","","2","",""
"PUB_GOODSVARIETY_TYPERELATE","","1","SEQID",""
"PUB_GOODSVARIETYCLASS_COST_V","","2","",""
"PUB_GOODSVARIETYCLASS_LAYOUT_V","","2","",""
"PUB_GOODSVARIETYDESC_COST_V","","2","",""
"PUB_GOODSVARIETYDESC_LAYOUT_V","","2","",""
"PUB_MULTI_CUSTOM_VARIETY","客户自定义多级分类","1","VARIETYID",""
"PUB_MULTI_CUSTOM_VARIETY_V","客户自定义多级分类","2","",""
"PUB_MULTI_SUPPLY_VARIETY","供应商自定义多级分类","1","VARIETYID",""
"PUB_MULTI_SUPPLY_VARIETY_V","供应商所属自定义分类","2","",""
"PUB_MULVARIT_CUSTOM_DTL","客户所属自定义分类","1","VARIETYDTLID",""
"PUB_MULVARIT_CUSTOM_DTL_V","客户所属自定义分类","2","",""
"PUB_MULVARIT_SUPPLY_DTL","供应商所属分类","1","VARIETYDTLID",""
"PUB_MULVARIT_SUPPLY_DTL_V","供应商所属分类","2","",""
"PUB_NOTES","承兑票据","1","SEQID",""
"PUB_NOTES_V","承兑票据","2","",""
"PUB_POINTTYPE_V","","2","",""
"PUB_PRICE_TYPE","价格类型表","1","PRICEID",""
"PUB_PRICE_TYPE_V","价格类型视图","2","",""
"PUB_PROVINCE","","1","PROVINCEID",""
"PUB_PROVINCE_V","","2","",""
"PUB_RATE_GOODS_RELATION_V","","2","",""
"PUB_SECTION_OFFICE","","1","OFFICEID",""
"PUB_SECTION_OFFICE_V","","2","",""
"PUB_SERIALNO","外部序列号","1","SERIALNOID",""
"PUB_SERIALNO_DTL","外部序列号细单","1","SERIALNODTLID",""
"PUB_SETTLE_ACCOUNT","系统结账月表","1","USEMM",""
"PUB_SETTLE_ACCOUNT_V","系统结账月视图","2","",""
"PUB_SETTLE_ACCOUNT_WITHLAST_V","","2","",""
"PUB_SETTLETYPE_DDL","结算方式表","1","SETTLETYPEID",""
"PUB_SETTLETYPE_SA_V","销售结算方式视图","2","",""
"PUB_SETTLETYPE_SU_V","进货结算方式视图","2","",""
"PUB_STE_SUBUSIRECODE_V","供应商交易记录","2","",""
"PUB_STORER","仓库部门表","1","STORERID",""
"PUB_STORER_V","仓库部门视图","2","",""
"PUB_STQTY_IMP_TMP","期初入库单导入临时表","1","TMPID",""
"PUB_SUPPLY_VARIETY","","1","VARIETYID",""
"PUB_SUPPLY_VARIETY_DESC","","1","DESCID",""
"PUB_SUPPLY_VARIETY_DESC_V","","2","",""
"PUB_SUPPLY_VARIETY_LST","","1","LSTID",""
"PUB_SUPPLY_VARIETY_LST_V","","2","",""
"PUB_SUPPLY_VARIETY_V","","2","",""
"PUB_SUPPLYER","供应商表","1","SUPPLYID",""
"PUB_SUPPLYER_AGENT_V","供应商代理人","2","",""
"PUB_SUPPLYER_IMP_TMP","供应商导入中间表","1","TMPID",""
"PUB_SUPPLYER_UNION_LOG_V","","2","",""
"PUB_SUPPLYER_V","供应商视图","2","",""
"PUB_TERRITORY","","1","TERRITORYID",""
"PUB_TERRITORY_DEPT","","1","TDID",""
"PUB_TERRITORY_DEPT_V","","2","",""
"PUB_TERRITORY_V","","2","",""
"PUB_TRANSLINE_DEF","","1","TRANSLINEID",""
"PUB_TRANSLINE_DEF_V","","2","",""
"PUB_VARIETY_INDCOST_V","","2","",""
"PUB_VARIETY_INDICATION_V","","2","",""
"PUB_VARIETYCLASS_INDCOST_V","","2","",""
"PUB_VARIETYCLASS_INDICATION_V","","2","",""
"PUB_VARIETYDESC_INDCOST_V","","2","",""
"PUB_VARIETYDESC_INDICATION_V","","2","",""
"PUB_VARIETYINDICATION_COST_V","","2","",""
"PUB_VARIETYINDICATION_LAYOUT_V","","2","",""
"PUB_VEHICLE_DEF","","1","VEHICLEID",""
"PUB_VEHICLE_DEF_V","","2","",""
"PUBSRV_MANAGER","公共服务表","1","SEQID",""
"PUBSRV_MANAGER_V","公共服务视图","2","",""
"RESA_CLASS","","1","RSACLASS",""
"RESA_COMB_GOODS_DOC","","1","DOCGOODSID",""
"RESA_COMB_GOODS_DOC_V","","2","",""
"RESA_COMB_GOODS_DTL","","1","DTLGOODSID",""
"RESA_COMB_GOODS_DTL_V","组合商品细单","2","",""
"RESA_COUNTER","零售柜组定义","1","COUNTERID",""
"RESA_COUNTER_V","零售柜组定义","2","",""
"RESA_DAY_P_GATHER","","1","USEDAY,PLACEPOINTID,GANTHERTYPEID",""
"RESA_DAY_P_TAXRATE","","1","USEDAY,PLACEPOINTID,TAXRATE",""
"RESA_GOODS_OOSREC","门店断货信息表","1","SEQID",""
"RESA_GOODS_OOSREC_V","门店断货信息","2","",""
"RESA_GOODSTOPOS","货品缺省货架定义","1","SEQID",""
"RESA_GOODSTOPOS_V","货品缺省货架定义","2","",""
"RESA_GROUP_REQ_DOC","团购申请总单","1","GROUPREQDOCID",""
"RESA_GROUP_REQ_DOC_V","团购申请总单","2","",""
"RESA_GROUP_REQ_DTL","团购申请细单","1","GROUPREQDTLID",""
"RESA_GROUP_REQ_DTL_V","团购申请细单","2","",""
"RESA_GSP_BUNKER_DOC_V","","2","",""
"RESA_GSP_BUNKER_DTL","","1","BUNKERDTLID",""
"RESA_GSP_BUNKER_DTL_V","","2","",""
"RESA_GSP_QUALITY_CHECK","","1","CHECKID",""
"RESA_GSP_QUALITY_CHECK_V","","2","",""
"RESA_POSTOCOUNTER","货架柜组关系","1","SEQID",""
"RESA_POSTOCOUNTER_V","货架柜组关系","2","",""
"RESA_PRESENT_REPINTEGRAL_DEF","礼品冲减积分定义表","1","REPINTEGRALDEFID",""
"RESA_PRESENT_REPINTEGRAL_DEF_V","礼品冲减积分定义表视图","2","",""
"RESA_PRICEPRINT_VIEW","","2","",""
"RESA_PROM_DISCOUNT","","1","PROMDISCOUNTID",""
"RESA_PROM_DISCOUNT_V","","2","",""
"RESA_PROM_FAVOUR","","1","PROMFAVOURID",""
"RESA_PROM_FAVOUR_V","单品阶梯优惠促销策略","2","",""
"RESA_PROM_INSIDER","","1","PROMINSIDERID",""
"RESA_PROM_INSIDER_V","","2","",""
"RESA_PROM_LIMITCARD","","1","SEQID",""
"RESA_PROM_LIMITCARD_V","","2","",""
"RESA_PROM_LIMITQTY","","1","PROMLIMITQTYID",""
"RESA_PROM_LIMITQTY_V","","2","",""
"RESA_PROM_PRESENT","","1","PROMPRESENTID",""
"RESA_PROM_PRESENT_V","","2","",""
"RESA_PROM_PRICE","","1","PROMPRICEID",""
"RESA_PROM_PRICE_V","","2","",""
"RESA_PROM_TRADE_IN","","1","PROMTRADEINID",""
"RESA_PROM_TRADE_IN_V","","2","",""
"RESA_PROM_W_DISCOUNT","","1","PROMWDISCOUNTID",""
"RESA_PROM_W_DISCOUNT_V","","2","",""
"RESA_PROM_W_FAVOUR","","1","PROMWFAVOURID",""
"RESA_PROM_W_FAVOUR_V","整单阶梯优惠促销策略","2","",""
"RESA_PROM_W_GOODS","","1","PROMWGOODSID",""
"RESA_PROM_W_GOODS_V","","2","",""
"RESA_PROM_W_PRESENT","","1","PROMWPRESENTID",""
"RESA_PROM_W_PRESENT_V","","2","",""
"RESA_PROM_W_TRADE_IN","","1","PROMWTRADEINID",""
"RESA_PROM_W_TRADE_IN_V","","2","",""
"RESA_RETAILCENTER","","1","RETAILCENTERID",""
"RESA_RETAILCENTER_V","","2","",""
"RESA_ST_IO_QTY_HOV_INFO_V","","2","",""
"RESA_ST_IO_QTY_HOV_V","","2","",""
"RESA_STQTY_SUM_V","","2","",""
"RESA_USEDAY","","1","USEDAY,PLACEPOINTID",""
"RETAIL_SVCARD_INFO","储值卡信息","1","SVCARDID",""
"RETAIL_SVCARD_INFO_DEAL","储值卡交易表","1","INFODEALID","记录影响余额和赠品的操作"
"RETAIL_SVCARD_INFO_OP","储值卡操作明细表","1","INFOOPID","记录所有卡操作"
"RETAIL_SVCARD_INFO_V","储值卡信息","2","",""
"RETAIL_SVCARD_INFOCHARGE_QRY_V","","2","",""
"RETAIL_SVCARD_INFODEALDTLQRY_V","储值卡交易明细查询","2","",""
"RETAIL_SVCARD_INFOKP_QRY_V","","2","",""
"RETAIL_SVCARD_KPRETURN_QRY_V","","2","",""
"RETAIL_SVCARD_PBL_DOC","储值卡开卡策略总单","1","PBLDOCID",""
"RETAIL_SVCARD_PBL_DOC_V","储值卡开卡策略总单视图","2","",""
"RETAIL_SVCARD_PBL_FEE","储值卡开卡收费策略表","1","PBLFEEID",""
"RETAIL_SVCARD_PBL_PRES","储值卡开卡赠品策略表","1","PBLPRESID",""
"RETAIL_SVCARD_PBL_PRES_V","储值卡开卡赠品策略视图","2","",""
"RETAIL_SVCARD_SLOT_DOC","储值卡消费策略总单","1","SLOTDOCID",""
"RETAIL_SVCARD_SLOT_DOC_V","储值卡消费策略总单视图","2","",""
"RETAIL_SVCARD_SLOT_PREF","储值卡消费优惠策略","1","SLOTPREFID",""
"RETAIL_SVCARD_SLOT_PREF_V","储值卡消费优惠策略视图","2","",""
"RETAIL_SVCARD_SLOT_PRES","储值卡消费赠品策略表","1","SLOTPRESID",""
"RETAIL_SVCARD_SLOT_PRES_V","储值卡消费赠品策略视图","2","",""
"RETAIL_SVCARD_TOPUP_DOC","储值卡充值策略总单","1","TOPUPDOCID",""
"RETAIL_SVCARD_TOPUP_DOC_V","储值卡充值策略总单视图","2","",""
"RETAIL_SVCARD_TOPUP_PREF","储值卡充值优惠策略","1","TOPUPPREFID",""
"RETAIL_SVCARD_TOPUP_PREF_V","储值卡充值优惠策略视图","2","",""
"RETAIL_SVCARD_TOPUP_PRES","储值卡充值赠品策略","1","TOPUPPRESID",""
"RETAIL_SVCARD_TOPUP_PRES_V","储值卡充值赠品策略视图","2","",""
"RETAIL_SVCARD_TYPE_DEF","储值卡类型定义表","1","SVCARDTYPEID",""
"RETAIL_SVCARD_TYPE_DEF_V","","2","",""
"RPT_BIRAN","","1","",""
"RPT_CENTER_CLASS_DAY","","1","",""
"RPT_CENTER_CLASS_DAY_V","","2","",""
"RPT_CENTER_CLASS_MONTH","","1","",""
"RPT_CENTER_CLASS_MONTH_V","","2","",""
"RPT_CENTER_DAY","中心销售日报","1","",""
"RPT_CENTER_DAY_V","","2","",""
"RPT_CENTER_DESC_DAY","中心销售日报（品类）","1","",""
"RPT_CENTER_DESC_DAY_V","","2","",""
"RPT_CENTER_DESC_MONTH","中心销售月报（品类）","1","",""
"RPT_CENTER_DESC_MONTH_V","","2","",""
"RPT_CENTER_DESCST_MONTH","中心库存月报（品类结构）","1","",""
"RPT_CENTER_DESCST_MONTH_V","","2","",""
"RPT_CENTER_FACTORY_DAY","","1","",""
"RPT_CENTER_FACTORY_DAY_V","","2","",""
"RPT_CENTER_FACTORY_MONTH","","1","",""
"RPT_CENTER_FACTORY_MONTH_V","","2","",""
"RPT_CENTER_GOODS_DAY","中心销售日报（货品）","1","",""
"RPT_CENTER_GOODS_DAY_V","","2","",""
"RPT_CENTER_GOODS_MONTH","中心销售月报（货品）","1","",""
