"TABLE_NAME","COLUMN_NAME","CNTITLE","CNNAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","IS_PK"
"BMS_SUREB_TO_BUSIDTLID","BUSIDTLID","","","NUMBER","22","10","0","N"
"BMS_SUREB_TO_BUSIDTLID","SOURCETABLE","源单","源单","NUMBER","22","2","0","N"
"BMS_SUSET_IMP_TMP","TMPID","主键ID","主键ID","NUMBER","22","10","0","Y"
"BMS_SUSET_IMP_TMP","DOCID","导入ID","导入ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP","IMPFLAG","导入标志","导入标志","NUMBER","22","1","0","N"
"BMS_SUSET_IMP_TMP","ERRORMESSAGE","错误信息","错误信息","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","CREDATE","业务日期","业务日期","DATE","7","","","N"
"BMS_SUSET_IMP_TMP","SUPPLYID","供应商ID","供应商ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP","SUPPLYNAME","供应商名称","供应商名称","VARCHAR2","200","","","N"
"BMS_SUSET_IMP_TMP","AGENTID","代理人ID","代理人ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP","AGENTMAN","代理人名称","代理人名称","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ENTRYID","独立单元ID","独立单元ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP","ENTRYNAME","独立单元名称","独立单元名称","VARCHAR2","50","","","N"
"BMS_SUSET_IMP_TMP","SETTLEMODENAME","付款方式名称","付款方式名称","VARCHAR2","20","","","N"
"BMS_SUSET_IMP_TMP","SETTLEMODE","付款方式","付款方式","NUMBER","22","1","0","N"
"BMS_SUSET_IMP_TMP","SETTLETYPEID","结算方式","结算方式","NUMBER","22","2","0","N"
"BMS_SUSET_IMP_TMP","SETTLETYPE","结算方式名称","结算方式名称","VARCHAR2","20","","","N"
"BMS_SUSET_IMP_TMP","FMID","外币ID","外币ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP","EXCHANGE","汇率","汇率","NUMBER","22","10","8","N"
"BMS_SUSET_IMP_TMP","GOODSID","货品ID","货品ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP","GOODSNAME","货品通用名","货品通用名","VARCHAR2","500","","","N"
"BMS_SUSET_IMP_TMP","SUPPLYERID","采购员ID","采购员ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP","SUPPLYERNAME","采购员名称","采购员名称","VARCHAR2","20","","","N"
"BMS_SUSET_IMP_TMP","GOODSQTY","基本单位数量","基本单位数量","NUMBER","22","16","6","N"
"BMS_SUSET_IMP_TMP","UNITPRICE","单价","单价","NUMBER","22","20","10","N"
"BMS_SUSET_IMP_TMP","TOTAL_LINE","金额","金额","NUMBER","22","12","2","N"
"BMS_SUSET_IMP_TMP","TAXRATE","税率","税率","NUMBER","22","4","3","N"
"BMS_SUSET_IMP_TMP","COSTPRICE","成本单价","成本单价","NUMBER","22","20","10","N"
"BMS_SUSET_IMP_TMP","COST","成本金额","成本金额","NUMBER","22","12","2","N"
"BMS_SUSET_IMP_TMP","PAYMODE","承付模式","承付模式","NUMBER","22","1","0","N"
"BMS_SUSET_IMP_TMP","PAYMODENAME","承付模式名称","承付模式名称","VARCHAR2","50","","","N"
"BMS_SUSET_IMP_TMP","PAYLIMIT","付款控制天数","付款控制天数","NUMBER","22","6","0","N"
"BMS_SUSET_IMP_TMP","INVDATE","开发票日期","开发票日期","DATE","7","","","N"
"BMS_SUSET_IMP_TMP","INVNO","发票号","发票号","VARCHAR2","50","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM1","专项字段1","专项字段1","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM2","专项字段2","专项字段2","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM3","专项字段3","专项字段3","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM4","专项字段4","专项字段4","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM5","专项字段5","专项字段5","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM6","专项字段6","专项字段6","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM7","专项字段7","专项字段7","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM8","专项字段8","专项字段8","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM9","专项字段9","专项字段9","VARCHAR2","200","","","N"
"BMS_SUSET_IMP_TMP","ZXCOLNUM10","专项字段10","专项字段10","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","TMPID","","","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP_BAK","DOCID","总单id","总单id","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP_BAK","IMPFLAG","","","NUMBER","22","1","0","N"
"BMS_SUSET_IMP_TMP_BAK","ERRORMESSAGE","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","CREDATE","制单日期","制单日期","DATE","7","","","N"
"BMS_SUSET_IMP_TMP_BAK","SUPPLYID","末次供应商id","末次供应商id","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP_BAK","SUPPLYNAME","最后一次供应商","最后一次供应商","VARCHAR2","200","","","N"
"BMS_SUSET_IMP_TMP_BAK","AGENTID","供应商标识ID","供应商标识ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP_BAK","AGENTMAN","","","VARCHAR2","20","","","N"
"BMS_SUSET_IMP_TMP_BAK","ENTRYID","核算单元ID","核算单元ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP_BAK","ENTRYNAME","核算单元","核算单元","VARCHAR2","50","","","N"
"BMS_SUSET_IMP_TMP_BAK","SETTLEMODENAME","","","VARCHAR2","20","","","N"
"BMS_SUSET_IMP_TMP_BAK","SETTLEMODE","","","NUMBER","22","1","0","N"
"BMS_SUSET_IMP_TMP_BAK","SETTLETYPEID","结算方式","结算方式","NUMBER","22","2","0","N"
"BMS_SUSET_IMP_TMP_BAK","SETTLETYPE","","","VARCHAR2","20","","","N"
"BMS_SUSET_IMP_TMP_BAK","FMID","外币ID","外币ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP_BAK","EXCHANGE","汇率","汇率","NUMBER","22","10","8","N"
"BMS_SUSET_IMP_TMP_BAK","GOODSID","品种ID","品种ID","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP_BAK","GOODSNAME","赠品商品名称","赠品商品名称","VARCHAR2","500","","","N"
"BMS_SUSET_IMP_TMP_BAK","SUPPLYERID","业务员id","业务员id","NUMBER","22","10","0","N"
"BMS_SUSET_IMP_TMP_BAK","SUPPLYERNAME","业务员","业务员","VARCHAR2","20","","","N"
"BMS_SUSET_IMP_TMP_BAK","GOODSQTY","总采购量","总采购量","NUMBER","22","16","6","N"
"BMS_SUSET_IMP_TMP_BAK","UNITPRICE","批次价","批次价","NUMBER","22","20","10","N"
"BMS_SUSET_IMP_TMP_BAK","TOTAL_LINE","应收返利","应收返利","NUMBER","22","12","2","N"
"BMS_SUSET_IMP_TMP_BAK","TAXRATE","税率","税率","NUMBER","22","4","3","N"
"BMS_SUSET_IMP_TMP_BAK","COSTPRICE","成本单价","成本单价","NUMBER","22","20","10","N"
"BMS_SUSET_IMP_TMP_BAK","COST","","","NUMBER","22","12","2","N"
"BMS_SUSET_IMP_TMP_BAK","PAYMODE","","","NUMBER","22","1","0","N"
"BMS_SUSET_IMP_TMP_BAK","PAYMODENAME","","","VARCHAR2","50","","","N"
"BMS_SUSET_IMP_TMP_BAK","PAYLIMIT","付款控制天数","付款控制天数","NUMBER","22","6","0","N"
"BMS_SUSET_IMP_TMP_BAK","INVDATE","发票日期","发票日期","DATE","7","","","N"
"BMS_SUSET_IMP_TMP_BAK","INVNO","发票号","发票号","VARCHAR2","50","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM1","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM2","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM3","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM4","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM5","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM6","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM7","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM8","","","VARCHAR2","100","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM9","","","VARCHAR2","200","","","N"
"BMS_SUSET_IMP_TMP_BAK","ZXCOLNUM10","","","VARCHAR2","100","","","N"
"BMS_SU_ACC_DAY","LOGICMM","逻辑月","逻辑月","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY","ENTRYID","独立单元id","独立单元id","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY","ACCID","账id","账id","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY","COMPANYID","供应商id","供应商id","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY","EMPLOYEEID","业务员id","业务员id","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY","REMMONEY","期初金额","期初金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","SUMDEBITMONEY","借方金额","借方金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","SUMCREDITMONEY","贷方金额","贷方金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","ENDMONEY","期末金额","期末金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH1","1个月","1个月","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH2","2个月","2个月","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH3","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH4","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH5","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH6","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH7","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH8","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH9","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH10","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH11","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","MONTH12","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","YEAR1","1年-2年","1年-2年","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","YEAR2","2年-3年","2年-3年","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","YEAR3","3年-4年","3年-4年","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","YEAR4","4年-5年","4年-5年","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","YEAR5","5年以上","5年以上","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","CREDITDAYS","信誉天数","信誉天数","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY","OUTMONEY","超出信誉天数金额","超出信誉天数金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY","SEQID","主键","主键","NUMBER","22","","","Y"
"BMS_SU_ACC_DAY_GOODS","LOGICMM","逻辑月","逻辑月","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY_GOODS","ENTRYID","独立单元id","独立单元id","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY_GOODS","ACCID","账id","账id","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY_GOODS","GOODSID","货品id","货品id","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY_GOODS","EMPLOYEEID","业务员id","业务员id","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY_GOODS","REMMONEY","期初金额","期初金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","SUMDEBITMONEY","借方金额","借方金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","SUMCREDITMONEY","贷方金额","贷方金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","ENDMONEY","期末金额","期末金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH1","1个月","1个月","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH2","2个月","2个月","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH3","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH4","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH5","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH6","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH7","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH8","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH9","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH10","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH11","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","MONTH12","","","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","YEAR1","1年-2年","1年-2年","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","YEAR2","2年-3年","2年-3年","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","YEAR3","3年-4年","3年-4年","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","YEAR4","4年-5年","4年-5年","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","YEAR5","5年以上","5年以上","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","CREDITDAYS","信誉天数","信誉天数","NUMBER","22","10","0","N"
"BMS_SU_ACC_DAY_GOODS","OUTMONEY","超出信誉天数金额","超出信誉天数金额","NUMBER","22","16","2","N"
"BMS_SU_ACC_DAY_GOODS","SEQID","主键","主键","NUMBER","22","","","Y"
"BMS_SU_CON_DOC","SUCONID","合同ID","合同ID","NUMBER","22","10","0","Y"
"BMS_SU_CON_DOC","SUCONNO","合同编号","合同编号","VARCHAR2","40","","","N"
"BMS_SU_CON_DOC","SUPPLYID","供应商ID","供应商ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","SUPPLYNAME","供应商","供应商","VARCHAR2","100","","","N"
"BMS_SU_CON_DOC","CONTRACTTYPE","合同类型","合同类型","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC","IMPORTFLAG","进口合同标志","进口合同标志","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","SIGNDATE","签约日期","签约日期","DATE","7","","","N"
"BMS_SU_CON_DOC","SIGNADDRESS","签约地点","签约地点","VARCHAR2","100","","","N"
"BMS_SU_CON_DOC","PAPERNO","书面合同号","书面合同号","VARCHAR2","40","","","N"
"BMS_SU_CON_DOC","SIGNMAN","签约人","签约人","VARCHAR2","40","","","N"
"BMS_SU_CON_DOC","VALIDBEGDATE","开始日期","开始日期","DATE","7","","","N"
"BMS_SU_CON_DOC","VALIDENDDATE","结束日期","结束日期","DATE","7","","","N"
"BMS_SU_CON_DOC","SETTLETYPEID","付款方式","付款方式","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC","PREPAY","预付款","预付款","NUMBER","22","12","2","N"
"BMS_SU_CON_DOC","OTHERMONEY","其他费用","其他费用","NUMBER","22","12","2","N"
"BMS_SU_CON_DOC","AGENTFLAG","代理方式","代理方式","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC","CLAUSE","约定条款","约定条款","VARCHAR2","200","","","N"
"BMS_SU_CON_DOC","SWITCHMODE","交接方式","交接方式","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC","TRANMETHOD","运输方式","运输方式","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC","DESTPOSID","运送地点ID","运送地点ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","TRANCOSTRATE","运费负担比例","运费负担比例","NUMBER","22","3","2","N"
"BMS_SU_CON_DOC","PICKADDRESS","提货地点","提货地点","VARCHAR2","100","","","N"
"BMS_SU_CON_DOC","TOTAL","合同金额","合同金额","NUMBER","22","12","2","N"
"BMS_SU_CON_DOC","MEMO","备注","备注","VARCHAR2","250","","","N"
"BMS_SU_CON_DOC","FINDATE","合同完成日期","合同完成日期","DATE","7","","","N"
"BMS_SU_CON_DOC","DTL_LINES","细单条数","细单条数","NUMBER","22","5","0","N"
"BMS_SU_CON_DOC","PREPAYACC","累计预付款","累计预付款","NUMBER","22","12","2","N"
"BMS_SU_CON_DOC","FMID","外币ID","外币ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","EXCHANGE","汇率","汇率","NUMBER","22","20","10","N"
"BMS_SU_CON_DOC","ENTRYID","独立单元ID","独立单元ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","SOURCETYPE","来源类型","来源类型","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC","CREDATE","建立日期","建立日期","DATE","7","","","N"
"BMS_SU_CON_DOC","INPUTMANID","制单人ID","制单人ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","PRINTFLAG","打印标志","打印标志","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","PRINTMANID","打印人ID","打印人ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","PRINTDATE","打印日期","打印日期","DATE","7","","","N"
"BMS_SU_CON_DOC","ADDRESS","地址","地址","VARCHAR2","200","","","N"
"BMS_SU_CON_DOC","WFUSESTATUS","审批状态","审批状态","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","WFPROCESS","审批过程","审批过程","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC","WFMEMO","审批意见","审批意见","VARCHAR2","200","","","N"
"BMS_SU_CON_DOC","AGENTID","代理人ID","代理人ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","SUCONNATURE","合同性质","合同性质","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","RECORDNO","记录号","记录号","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","FILEGROUPID","图片","图片","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","NOWMSFLAG","非物流标志","非物流标志","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","INFOID","发票信息ID","发票信息ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","PRINTFLAG1","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","PRINTMANID1","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","PRINTDATE1","","","DATE","7","","","N"
"BMS_SU_CON_DOC","PLACEPOINTID","门店id","门店id","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","SALESID","业务总单id","业务总单id","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","CHAINAPPROVEID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","CHAINAPPROVEUSESTATUS","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","CHAINAPPROVEUSEMEMO","","","VARCHAR2","200","","","N"
"BMS_SU_CON_DOC","SFDATE","实付日期","实付日期","DATE","7","","","N"
"BMS_SU_CON_DOC","DOCUSESTATUS","使用状态","使用状态","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","SIGNNDATE","签订日期","签订日期","DATE","7","","","N"
"BMS_SU_CON_DOC","STORID","保管账ID","保管账ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC","DBFLAG","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","ZX_INTRASCFLAG","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC","APPLYCONFIRMSTATUS","","","NUMBER","22","","","N"
"BMS_SU_CON_DOC","QL_UPLOADDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC","ZD_FLAG","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","SUCONID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","SUCONNO","","","VARCHAR2","40","","","N"
"BMS_SU_CON_DOC_20220711","SUPPLYID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","SUPPLYNAME","","","VARCHAR2","100","","","N"
"BMS_SU_CON_DOC_20220711","CONTRACTTYPE","","","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC_20220711","IMPORTFLAG","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","SIGNDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","SIGNADDRESS","","","VARCHAR2","100","","","N"
"BMS_SU_CON_DOC_20220711","PAPERNO","","","VARCHAR2","40","","","N"
"BMS_SU_CON_DOC_20220711","SIGNMAN","","","VARCHAR2","40","","","N"
"BMS_SU_CON_DOC_20220711","VALIDBEGDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","VALIDENDDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","SETTLETYPEID","","","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC_20220711","PREPAY","","","NUMBER","22","12","2","N"
"BMS_SU_CON_DOC_20220711","OTHERMONEY","","","NUMBER","22","12","2","N"
"BMS_SU_CON_DOC_20220711","AGENTFLAG","","","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC_20220711","CLAUSE","","","VARCHAR2","200","","","N"
"BMS_SU_CON_DOC_20220711","SWITCHMODE","","","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC_20220711","TRANMETHOD","","","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC_20220711","DESTPOSID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","TRANCOSTRATE","","","NUMBER","22","3","2","N"
"BMS_SU_CON_DOC_20220711","PICKADDRESS","","","VARCHAR2","100","","","N"
"BMS_SU_CON_DOC_20220711","TOTAL","","","NUMBER","22","12","2","N"
"BMS_SU_CON_DOC_20220711","MEMO","","","VARCHAR2","250","","","N"
"BMS_SU_CON_DOC_20220711","FINDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","DTL_LINES","","","NUMBER","22","5","0","N"
"BMS_SU_CON_DOC_20220711","PREPAYACC","","","NUMBER","22","12","2","N"
"BMS_SU_CON_DOC_20220711","FMID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","EXCHANGE","","","NUMBER","22","20","10","N"
"BMS_SU_CON_DOC_20220711","ENTRYID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","SOURCETYPE","","","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC_20220711","CREDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","INPUTMANID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","PRINTFLAG","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","PRINTMANID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","PRINTDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","ADDRESS","","","VARCHAR2","200","","","N"
"BMS_SU_CON_DOC_20220711","WFUSESTATUS","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","WFPROCESS","","","NUMBER","22","2","0","N"
"BMS_SU_CON_DOC_20220711","WFMEMO","","","VARCHAR2","200","","","N"
"BMS_SU_CON_DOC_20220711","AGENTID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","SUCONNATURE","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","RECORDNO","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","FILEGROUPID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","NOWMSFLAG","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","INFOID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","PRINTFLAG1","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","PRINTMANID1","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","PRINTDATE1","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","PLACEPOINTID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","SALESID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","CHAINAPPROVEID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","CHAINAPPROVEUSESTATUS","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","CHAINAPPROVEUSEMEMO","","","VARCHAR2","200","","","N"
"BMS_SU_CON_DOC_20220711","SFDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","DOCUSESTATUS","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","SIGNNDATE","","","DATE","7","","","N"
"BMS_SU_CON_DOC_20220711","STORID","","","NUMBER","22","10","0","N"
"BMS_SU_CON_DOC_20220711","DBFLAG","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DOC_20220711","ZX_INTRASCFLAG","","","NUMBER","22","1","0","N"
"BMS_SU_CON_DTL","SUCONDTLID","合同细单ID","合同细单ID","NUMBER","22","10","0","Y"
"BMS_SU_CON_DTL","SUCONID","合同ID","合同ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DTL","SUPPLYERID","采购员ID","采购员ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DTL","DEPTID","业务部门ID","业务部门ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DTL","GOODSID","货品ID","货品ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DTL","GOODSDTLID","货品明细ID","货品明细ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DTL","GOODSQTY","货品数量","货品数量","NUMBER","22","16","6","N"
"BMS_SU_CON_DTL","GOODSUSEUNIT","使用单位","使用单位","VARCHAR2","12","","","N"
"BMS_SU_CON_DTL","GOODSUSEQTY","使用单位数量","使用单位数量","NUMBER","22","16","6","N"
"BMS_SU_CON_DTL","TAXRATE","税率","税率","NUMBER","22","11","10","N"
"BMS_SU_CON_DTL","UNITPRICE","单价","单价","NUMBER","22","20","10","N"
"BMS_SU_CON_DTL","TOTAL_LINE","金额","金额","NUMBER","22","12","2","N"
"BMS_SU_CON_DTL","CUSTOMSTAX","关税税率","关税税率","NUMBER","22","6","4","N"
"BMS_SU_CON_DTL","CUSTOMSMONEY","关税税额","关税税额","NUMBER","22","12","2","N"
"BMS_SU_CON_DTL","USESTATUS","合同状态","合同状态","NUMBER","22","2","0","N"
"BMS_SU_CON_DTL","FINDATE","完成日期","完成日期","DATE","7","","","N"
"BMS_SU_CON_DTL","ACCQTY","累计入库数","累计入库数","NUMBER","22","16","6","N"
"BMS_SU_CON_DTL","MEMO","细单备注","细单备注","VARCHAR2","2000","","","N"
"BMS_SU_CON_DTL","INVALIDMANID","作废人ID","作废人ID","NUMBER","22","10","0","N"
"BMS_SU_CON_DTL","INVALIDDATE","作废日期","作废日期","DATE","7","","","N"
"BMS_SU_CON_DTL","AGREEDOCFLAG","是否有进货协议","是否有进货协议","NUMBER","22","1","0","N"
