"TABLE_NAME","COLUMN_NAME","CNTITLE","CNNAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","IS_PK"
"PUB_PRINTPOINT_DTL","SEQID","序列号","序列号","NUMBER","22","12","0","Y"
"PUB_PRINTPOINT_DTL","FILENAME","打印方案名称","打印方案名称","VARCHAR2","200","","","N"
"PUB_PRINTPOINT_DTL","SQLRULES","查询条件","查询条件","VARCHAR2","2000","","","N"
"PUB_PRINTPOINT_DTL","PRINTPOINTID","打印点ID","打印点ID","NUMBER","22","12","0","N"
"PUB_PRINTPOINT_DTL","INCOLNAME","入口字段","入口字段","VARCHAR2","200","","","N"
"PUB_PRINTPOINT_DTL","TABLENAME","更新表名","更新表名","VARCHAR2","200","","","N"
"RF_GROUP_OP","GROUPOPID","序号","序号","NUMBER","22","12","0","Y"
"RF_GROUP_OP","GROUPID","小组ID","小组ID","NUMBER","22","12","0","N"
"RF_GROUP_OP","OPID","功能ID","功能ID","NUMBER","22","12","0","N"
"RF_OP","OPID","功能ID","功能ID","NUMBER","22","20","0","Y"
"RF_OP","COMMAND","","","VARCHAR2","20","","","N"
"RF_OP","OPNAME","功能名","功能名","VARCHAR2","60","","","N"
"RF_OP","CLASSNAME","类名","类名","VARCHAR2","100","","","N"
"RF_OP","SORTNO","排列顺序","排列顺序","VARCHAR2","40","","","N"
"RF_OP","COUNTFLAG","","","NUMBER","22","1","0","N"
"SYS_COLUMN_CN","TABLENAME","","","VARCHAR2","40","","","N"
"SYS_COLUMN_CN","COLNAME","","","VARCHAR2","40","","","N"
"SYS_COLUMN_CN","CNTITLE","","","VARCHAR2","40","","","N"
"SYS_COLUMN_CN","CNNAME","","","VARCHAR2","40","","","N"
"SYS_COLUMN_CN","DATA_TYPE","","","VARCHAR2","40","","","N"
"SYS_COLUMN_CN","LENGTH","","","NUMBER","22","10","0","N"
"SYS_COLUMN_CN","DATA_PRECISION","","","NUMBER","22","10","0","N"
"SYS_COLUMN_CN","DATA_SCALE","","","NUMBER","22","2","0","N"
"SYS_COLUMN_CN","SEQUENCE","","","VARCHAR2","60","","","N"
"SYS_COLUMN_CN","UPDATEABLE","","","NUMBER","22","1","0","N"
"SYS_COLUMN_CN","MEMO","","","VARCHAR2","200","","","N"
"SYS_COLUMN_CN","COLUMN_ID","","","NUMBER","22","10","0","N"
"TMS_DISPATCH_DTL","DISPATCHID","派车单ID","派车单ID","NUMBER","22","12","0","N"
"TMS_DISPATCH_DTL","DISPATCHDTLID","编号","编号","NUMBER","22","12","0","Y"
"TMS_DISPATCH_DTL","TASKTYPE","任务类型","任务类型","NUMBER","22","1","0","N"
"TMS_DISPATCH_DTL","TRID","任务单ID","任务单ID","NUMBER","22","12","0","N"
"TMS_DISPATCH_DTL","SCATTERPACKS","散件任务箱数","散件任务箱数","NUMBER","22","6","0","N"
"TMS_DISPATCH_DTL","WHOLEPACKS","整件任务箱数","整件任务箱数","NUMBER","22","6","0","N"
"TMS_DISPATCH_DTL","WEIGHT","","","NUMBER","22","16","6","N"
"TMS_DISPATCH_DTL","CUBAGE","","","NUMBER","22","16","6","N"
"TMS_DISPATCH_DTL","BACKMAN","","","VARCHAR2","200","","","N"
"TMS_DISPATCH_DTL","BACKTIME","","","DATE","7","","","N"
"TMS_DISPATCH_DTL","BACKDESCR","","","VARCHAR2","4000","","","N"
"TMS_DISPATCH_DTL","MEMO","备注","备注","VARCHAR2","200","","","N"
"TMS_DISPATCH_DTL","STEVEDORE","","","VARCHAR2","200","","","N"
"TMS_DISPATCH_DTL","USESTATUS","使用状态","使用状态","NUMBER","22","1","0","N"
"TMS_DISPATCH_DTL","FIXQTY","","","NUMBER","22","16","0","N"
"TMS_DISPATCH_DTL","EMPLOYEENAMES","","","VARCHAR2","4000","","","N"
"TMS_DISPATCH_DTL","INPUTMANID","录入人ID","录入人ID","NUMBER","22","12","0","N"
"TMS_DISPATCH_DTL","CREDATE","制单时间","制单时间","DATE","7","","","N"
"TMS_DISPATCH_DTL","BACKQTY","","","NUMBER","22","16","0","N"
"TMS_DISPATCH_DTL","RECEIVEMONEY","","","NUMBER","22","16","6","N"
"TMS_DISPATCH_DTL","SIGNFLAG","TMS在运输任务单上的状态","TMS在运输任务单上的状态","NUMBER","22","1","0","N"
"TMS_DISPATCH_DTL","CHAINFLAG","冷链回执确认","冷链回执确认","NUMBER","22","1","0","N"
"TMS_DISPATCH_DTL","FILEGROUPID","附件","附件","NUMBER","22","12","0","N"
"TMS_DISPATCH_DTL","WAYBILLNO","","","VARCHAR2","200","","","N"
"TMS_DISPATCH_DTL","CHAINHZFLAG","","","NUMBER","22","1","0","N"
"TMS_DISPATCH_DTL","FFZJHZFLAG","含复方制剂回执确认","含复方制剂回执确认","NUMBER","22","1","0","N"
"TMS_DISPATCH_DTL","CHAINUSESTATUS","","","NUMBER","22","1","0","N"
"TMS_DISPATCH_DTL","SIGNDATE","发证日期","发证日期","DATE","7","","","N"
"TMS_DISPATCH_DTL","DEVNUM","","","VARCHAR2","255","","","N"
"TMS_DISPATCH_DTL","STARTDATE","","","DATE","7","","","N"
"TMS_DISPATCH_DTL","ENDDATE","","","DATE","7","","","N"
"TMS_DISPATCH_DTL","CARFLAG","","","NUMBER","22","1","0","N"
"TMS_LUYAN_DISPATCH_DOC","DISPATCHID","派车单ID","派车单ID","NUMBER","22","12","0","Y"
"TMS_LUYAN_DISPATCH_DOC","WAREHID","物流中心ID","物流中心ID","NUMBER","22","12","0","N"
"TMS_LUYAN_DISPATCH_DOC","CREDATE","创建时间","创建时间","DATE","7","","","N"
"TMS_LUYAN_DISPATCH_DOC","INPUTMANID","制单人ID","制单人ID","NUMBER","22","12","0","N"
"TMS_LUYAN_DISPATCH_DOC","VEHICLEID","","","NUMBER","22","12","0","N"
"TMS_LUYAN_DISPATCH_DOC","DRIVERID","主驾驶员ID","主驾驶员ID","NUMBER","22","12","0","N"
"TMS_LUYAN_DISPATCH_DOC","DRIVER2ID","副驾驶员ID","副驾驶员ID","NUMBER","22","12","0","N"
"TMS_LUYAN_DISPATCH_DOC","PRINTFLAG","打印标志","打印标志","NUMBER","22","1","0","N"
"TMS_LUYAN_DISPATCH_DOC","MEMO","备注","备注","VARCHAR2","200","","","N"
"TMS_LUYAN_DISPATCH_DOC","DISPATCHDATE","装车时间","装车时间","DATE","7","","","N"
"TMS_LUYAN_DISPATCH_DOC","PRINTDATE","打印时间","打印时间","DATE","7","","","N"
"TMS_LUYAN_DISPATCH_DOC","PRINTMANID","打印人ID","打印人ID","NUMBER","22","12","0","N"
"TMS_LUYAN_DISPATCH_DOC","CHAINPRINTFLAG","冷链交接单打印标志","冷链交接单打印标志","NUMBER","22","1","0","N"
"TMS_LUYAN_DISPATCH_DOC","CHAINPRINTDATE","冷链交接单打印时间","冷链交接单打印时间","DATE","7","","","N"
"TMS_LUYAN_DISPATCH_DOC","LQSPRINTFLAG","零签收交接单打印标志","零签收交接单打印标志","NUMBER","22","1","0","N"
"TMS_LUYAN_DISPATCH_DOC","LQSPRINTDATE","零签收交接单打印时间","零签收交接单打印时间","DATE","7","","","N"
"TMS_LUYAN_DISPATCH_DOC","TGPRINTFLAG","特管交接单打印标志","特管交接单打印标志","NUMBER","22","1","0","N"
"TMS_LUYAN_DISPATCH_DOC","TGPRINTDATE","特管交接单打印时间","特管交接单打印时间","DATE","7","","","N"
"TMS_LUYAN_DISPATCH_DOC","FFZJPRINTFLAG","含复方制剂打印标志","含复方制剂打印标志","NUMBER","22","1","0","N"
"TMS_LUYAN_DISPATCH_DOC","FFZJPRINTDATE","含复方制剂打印时间","含复方制剂打印时间","DATE","7","","","N"
"TMS_LUYAN_DISPATCH_DOC","UPDOWNMANID","装卸工ID","装卸工ID","VARCHAR2","200","","","N"
"TMS_LUYAN_DISPATCH_DOC","DTPRINTFLAG","含蛋肽打印标志","含蛋肽打印标志","NUMBER","22","1","0","N"
"TMS_LUYAN_DISPATCH_DOC","DTPRINTDATE","含蛋肽打印时间","含蛋肽打印时间","DATE","7","","","N"
"TMS_LUYAN_DISPATCH_DOC","YMPRINTFLAG","疫苗打印标志","疫苗打印标志","NUMBER","22","1","0","N"
"TMS_LUYAN_DISPATCH_DOC","YMPRINTDATE","疫苗打印时间","疫苗打印时间","DATE","7","","","N"
"TMS_LUYAN_TR_DOC","TRID","任单ID","任单ID","NUMBER","22","12","0","Y"
"TMS_LUYAN_TR_DOC","WAREHID","物流中心ID","物流中心ID","NUMBER","22","12","0","N"
"TMS_LUYAN_TR_DOC","CREDATE","创建时间","创建时间","DATE","7","","","N"
"TMS_LUYAN_TR_DOC","TASKTYPE","任务类型","任务类型","NUMBER","22","1","0","N"
"TMS_LUYAN_TR_DOC","URGENTFLAG","","","NUMBER","22","1","0","N"
"TMS_LUYAN_TR_DOC","GOODSOWNERNAME","货主名称","货主名称","VARCHAR2","80","","","N"
"TMS_LUYAN_TR_DOC","ROUTENAME","","","VARCHAR2","200","","","N"
"TMS_LUYAN_TR_DOC","SCATTERPACKS","散件任务箱数","散件任务箱数","NUMBER","22","10","0","N"
"TMS_LUYAN_TR_DOC","WHOLEPACKS","整件包装数","整件包装数","NUMBER","22","10","0","N"
"TMS_LUYAN_TR_DOC","TOTALPACKS","运输任务总件数","运输任务总件数","NUMBER","22","10","0","N"
"TMS_LUYAN_TR_DOC","VOLUME","体积","体积","NUMBER","22","16","6","N"
"TMS_LUYAN_TR_DOC","WEIGHT","承重（KG）","承重（KG）","NUMBER","22","16","6","N"
"TMS_LUYAN_TR_DOC","COMEFROM","单据来源","单据来源","NUMBER","22","1","0","N"
"TMS_LUYAN_TR_DOC","SOURCEID","来源单据ID","来源单据ID","VARCHAR2","40","","","N"
"TMS_LUYAN_TR_DOC","MEMO","备注","备注","VARCHAR2","4000","","","N"
"TMS_LUYAN_TR_DOC","INPUTMANID","录入员ID","录入员ID","NUMBER","22","12","0","N"
"TMS_LUYAN_TR_DOC","CHAINFLAG","冷链标志","冷链标志","NUMBER","22","1","0","N"
"TMS_LUYAN_TR_DOC","TGFLAG","特管标志","特管标志","NUMBER","22","1","0","N"
"TMS_LUYAN_TR_DOC","SIGNFLAG","TMS在运输任务单上的状态","TMS在运输任务单上的状态","NUMBER","22","1","0","N"
"TMS_LUYAN_TR_DOC","SIGNDATE","","","DATE","7","","","N"
"TMS_LUYAN_TR_DOC","DISPATCHID","派车单ID","派车单ID","NUMBER","22","12","0","N"
"TMS_LUYAN_TR_DOC","PROVINCE","省份","省份","VARCHAR2","50","","","N"
"TMS_LUYAN_TR_DOC","CITY","","","VARCHAR2","50","","","N"
"TMS_LUYAN_TR_DOC","DISTRICT","区名","区名","VARCHAR2","240","","","N"
"TMS_LUYAN_TR_DOC","POINAME","具体地址","具体地址","VARCHAR2","240","","","N"
"TMS_LUYAN_TR_DOC","LONGITUDE","经度","经度","NUMBER","22","10","6","N"
"TMS_LUYAN_TR_DOC","LATITUDE","纬度","纬度","NUMBER","22","10","6","N"
"TMS_LUYAN_TR_DOC","FROMPROVINCE","","","VARCHAR2","50","","","N"
"TMS_LUYAN_TR_DOC","FROMCITY","","","VARCHAR2","50","","","N"
"TMS_LUYAN_TR_DOC","FROMDISTRICT","","","VARCHAR2","240","","","N"
"TMS_LUYAN_TR_DOC","FROMPOINAME","","","VARCHAR2","240","","","N"
"TMS_LUYAN_TR_DOC","FROMLONGITUDE","","","NUMBER","22","10","6","N"
"TMS_LUYAN_TR_DOC","FROMLATITUDE","","","NUMBER","22","10","6","N"
"TMS_LUYAN_TR_DOC","FROMCONNECTOR","","","VARCHAR2","100","","","N"
"TMS_LUYAN_TR_DOC","FROMCONNPHONE","","","VARCHAR2","40","","","N"
"TMS_LUYAN_TR_DOC","CONNECTOR","联络人员","联络人员","VARCHAR2","100","","","N"
"TMS_LUYAN_TR_DOC","CONNPHONE","联络电话","联络电话","VARCHAR2","40","","","N"
"TMS_LUYAN_TR_DOC","DISPATCHDATE","装车时间","装车时间","DATE","7","","","N"
"TMS_LUYAN_TR_DOC","GPSNO","","","VARCHAR2","40","","","N"
"TMS_LUYAN_TR_DOC","ADDRESS","运输地址","运输地址","VARCHAR2","400","","","N"
"TMS_LUYAN_TR_DOC","FROMADDRESS","","","VARCHAR2","400","","","N"
"TMS_LUYAN_TR_DOC","APPKEY","","","VARCHAR2","50","","","N"
"TMS_LUYAN_TR_DOC","CURWAREHID","","","NUMBER","22","12","0","N"
"TMS_LUYAN_TR_DOC","WAREHIDROUTE","","","VARCHAR2","500","","","N"
"TMS_LUYAN_TR_DOC","COMPANYNAME","货主单位","货主单位","VARCHAR2","80","","","N"
"TMS_LUYAN_TR_DOC","SALERNAME","业务员","业务员","VARCHAR2","40","","","N"
"TMS_LUYAN_TR_DOC","MOBILENO","","","VARCHAR2","40","","","N"
"TMS_LUYAN_TR_DOC","PRINTFLAG","打印标志","打印标志","NUMBER","22","2","0","N"
"TMS_LUYAN_TR_DOC","GOODSOWNERID","货主ID","货主ID","NUMBER","22","12","0","N"
"TMS_VEHICLE","WAREHID","物流中心ID","物流中心ID","NUMBER","22","12","0","N"
"TMS_VEHICLE","VEHICLEID","车辆ID","车辆ID","NUMBER","22","12","0","Y"
"TMS_VEHICLE","VEHICLENO","车牌号","车牌号","VARCHAR2","20","","","N"
"TMS_VEHICLE","TRCOMPANYID","所属单位运输ID","所属单位运输ID","NUMBER","22","12","0","N"
"TMS_VEHICLE","VEHICLETYPEID","车型ID","车型ID","NUMBER","22","12","0","N"
"TMS_VEHICLE","DRIVERID","主驾驶员ID","主驾驶员ID","NUMBER","22","12","0","N"
"TMS_VEHICLE","DRIVER2ID","副驾驶员ID","副驾驶员ID","NUMBER","22","12","0","N"
"TMS_VEHICLE","BUYDATE","购入时间","购入时间","DATE","7","","","N"
"TMS_VEHICLE","DISPATCHDATE","离厂时间","离厂时间","DATE","7","","","N"
"TMS_VEHICLE","LASTCHECKDATE","上次年检日期","上次年检日期","DATE","7","","","N"
"TMS_VEHICLE","CHECKPERIOD","年检有效期（月）","年检有效期（月）","NUMBER","22","2","0","N"
"TMS_VEHICLE","GPSNO","GPS设备号","GPS设备号","VARCHAR2","40","","","N"
"TMS_VEHICLE","BASALDISCNO","底盘号","底盘号","VARCHAR2","40","","","N"
"TMS_VEHICLE","ENGINENO","发动机号","发动机号","VARCHAR2","40","","","N"
"TMS_VEHICLE","USESTATUS","使用状态","使用状态","NUMBER","22","1","0","N"
"TMS_VEHICLE","MEMO","备注","备注","VARCHAR2","200","","","N"
"TMS_VEHICLE","OWNER","车辆产权人","车辆产权人","VARCHAR2","200","","","N"
"TMS_VEHICLE","SIMNO","","","VARCHAR2","40","","","N"
"TMS_VEHICLE","CREDATE","","","DATE","7","","","N"
"TMS_VEHICLE","INPUTMANID","","","NUMBER","22","10","0","N"
"TMS_VEHICLE","DEVNUM","","","VARCHAR2","255","","","N"
"TMS_VEHICLE_TYPE","VEHICLETYPEID","车型ID","车型ID","NUMBER","22","12","0","Y"
"TMS_VEHICLE_TYPE","VEHICLETYPENO","车型编码","车型编码","VARCHAR2","20","","","N"
"TMS_VEHICLE_TYPE","VEHICLETYPE","车型名称","车型名称","VARCHAR2","100","","","N"
"TMS_VEHICLE_TYPE","VEHICLEMODEL","车型","车型","NUMBER","22","1","0","N"
"TMS_VEHICLE_TYPE","LENGTH","车辆长","车辆长","NUMBER","22","6","2","N"
"TMS_VEHICLE_TYPE","WIDTH","车辆宽","车辆宽","NUMBER","22","6","2","N"
"TMS_VEHICLE_TYPE","HEIGHT","车辆高","车辆高","NUMBER","22","6","2","N"
"TMS_VEHICLE_TYPE","LOAD","装载量","装载量","NUMBER","22","8","2","N"
"TMS_VEHICLE_TYPE","VOLUMN","体积","体积","NUMBER","22","6","2","N"
"TMS_VEHICLE_TYPE","ESTIMATEPACKS","","","NUMBER","22","8","0","N"
"TMS_VEHICLE_TYPE","USAGERATIO","","","NUMBER","22","6","3","N"
"TMS_VEHICLE_TYPE","ENGINEPOWER","发动机功率","发动机功率","NUMBER","22","8","2","N"
"TMS_VEHICLE_TYPE","FUEL","","","NUMBER","22","1","0","N"
"TMS_VEHICLE_TYPE","GASPER","","","NUMBER","22","6","2","N"
"TMS_VEHICLE_TYPE","MEMO","备注","备注","VARCHAR2","200","","","N"
"TPLA_SWAP_DATA_CFG","LSTID","序号","序号","NUMBER","22","12","0","Y"
"TPLA_SWAP_DATA_CFG","GOODSOWNERID","货主ID","货主ID","NUMBER","22","12","0","N"
"TPLA_SWAP_DATA_CFG","TABLENAME","目标表","目标表","VARCHAR2","40","","","N"
"TPLA_SWAP_DATA_CFG","DESCR","源说明","源说明","VARCHAR2","40","","","N"
"TPLA_SWAP_DATA_CFG","SEQ","处理序","处理序","NUMBER","22","6","0","N"
"TPLA_SWAP_DATA_CFG","CLIENTPROCTYPE","客户端动作","客户端动作","NUMBER","22","1","0","N"
"TPLA_SWAP_DATA_CFG","CLIENTPROGTYPE","查后类型","查后类型","NUMBER","22","1","0","N"
"TPLA_SWAP_DATA_CFG","CLIENTPROG","查后处理","查后处理","VARCHAR2","200","","","N"
"TPLA_SWAP_DATA_CFG","SERVERPROCTYPE","服务端动作","服务端动作","NUMBER","22","1","0","N"
"TPLA_SWAP_DATA_CFG","SERVERPROGTYPE","存后类型","存后类型","NUMBER","22","1","0","N"
"TPLA_SWAP_DATA_CFG","SERVERPROG","存后处理","存后处理","VARCHAR2","200","","","N"
"TPLA_SWAP_DATA_CFG","VIEWNAME","数据源","数据源","VARCHAR2","40","","","N"
"TPLA_SWAP_DATA_CFG","UPDTAB","队列表","队列表","VARCHAR2","40","","","N"
"TPLA_SWAP_DATA_CFG","TABTYPEID","队列标识","队列标识","NUMBER","22","3","0","N"
"TPLA_SWAP_DATA_CFG","UPDCOLUMN","业务类型字段","业务类型字段","VARCHAR2","40","","","N"
"TPLA_SWAP_DATA_CFG","KEYCOLUMN","源主键值字段","源主键值字段","VARCHAR2","40","","","N"
"TPLA_SWAP_DATA_CFG","CLIENTFPROGTYPE","查前类型","查前类型","NUMBER","22","1","0","N"
"TPLA_SWAP_DATA_CFG","CLIENTFPROG","查前处理","查前处理","VARCHAR2","200","","","N"
"TPLA_SWAP_DATA_CFG","SERVERFPROGTYPE","存前类型","存前类型","NUMBER","22","1","0","N"
"TPLA_SWAP_DATA_CFG","SERVERFPROG","存前处理","存前处理","VARCHAR2","200","","","N"
"TPLA_SWAP_DATA_CFG","QUEUEPROCTYPE","处置动作","处置动作","NUMBER","22","1","0","N"
"TPLA_SWAP_DATA_CFG","BASEMEMO","基本配置备注","基本配置备注","VARCHAR2","400","","","N"
"TPLA_SWAP_DATA_CFG","QUEUEMEMEO","队列配置备注","队列配置备注","VARCHAR2","400","","","N"
"TPLA_SWAP_DATA_CFG","PROGMEMO","调用配置备注","调用配置备注","VARCHAR2","400","","","N"
"TPLA_SWAP_DATA_CFG","QUEUEBACKUP","队列备份表","队列备份表","VARCHAR2","40","","","N"
"TPLA_SWAP_DATA_CFG","QUEUEKEYCOLUMN","数据源主键字段值存放在队列中的字段名","数据源主键字段值存放在队列中的字段名","VARCHAR2","40","","","N"
"TPLA_SWAP_DATA_CFG","OTHERWHERES","数据源附加条件","数据源附加条件","VARCHAR2","400","","","N"
"TPL_BACK_REASON","BACKID","退货原因ID","退货原因ID","NUMBER","22","12","0","Y"
"TPL_BACK_REASON","BACKREASON","退货原因","退货原因","VARCHAR2","50","","","N"
"TPL_BACK_REASON","MEMO","备注","备注","VARCHAR2","160","","","N"
"TPL_BACK_REASON","USESTATUS","状态","状态","NUMBER","22","1","0","N"
"TPL_CITY","CITYID","城市ID","城市ID","NUMBER","22","12","0","Y"
"TPL_CITY","CITYOPCODE","城市操作码","城市操作码","VARCHAR2","40","","","N"
"TPL_CITY","CITYNAME","城市名称","城市名称","VARCHAR2","40","","","N"
"TPL_CITY","PROVINCEID","省份ID","省份ID","NUMBER","22","12","0","N"
"TPL_CITY","DISTRICTID","区域ID","区域ID","NUMBER","22","12","0","N"
"TPL_DISTRICT","DISTRICTID","区域ID","区域ID","NUMBER","22","12","0","Y"
"TPL_DISTRICT","DISTRICTNAME","区域名称","区域名称","VARCHAR2","50","","","N"
"TPL_DISTRICT","MEMO","备注","备注","VARCHAR2","160","","","N"
"TPL_DISTRICT","USESTATUS","状态","状态","NUMBER","22","1","0","N"
"TPL_DISTRICT","DISTRICTOPCODE","操作码","操作码","VARCHAR2","20","","","N"
"TPL_DRUGFORM","DRUGFORMID","剂型ID","剂型ID","NUMBER","22","10","0","Y"
"TPL_DRUGFORM","DRUGFORM","剂型名称","剂型名称","VARCHAR2","40","","","N"
"TPL_DRUGFORM","DRUGFORMNO","剂型编码","剂型编码","VARCHAR2","10","","","N"
"TPL_ERP_CONN_LST","GOODSOWNERID","货主ID","货主ID","NUMBER","22","10","0","Y"
"TPL_ERP_CONN_LST","REMOTEIP","","","VARCHAR2","30","","","N"
"TPL_ERP_CONN_LST","LASTLOGONDATE","上次登录时间","上次登录时间","DATE","7","","","N"
"TPL_ERP_CONN_LST","LASTLOGOFFDATE","上次离线时间","上次离线时间","DATE","7","","","N"
"TPL_ERP_CONN_LST","USESTATUS","状态","状态","NUMBER","22","1","0","N"
"TPL_ERP_CONN_LST","REMOTEMAC","","","VARCHAR2","30","","","N"
"TPL_ERP_CONN_LST","LASTLXTIME","上次轮询时间","上次轮询时间","DATE","7","","","N"
"TPL_ERP_CONN_LST","RUNSTATUS","","","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","WAREHID","物流中心ID","物流中心ID","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","GOODSOWNERID","货主ID","货主ID","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","EXPORDERID","订单总单ID","订单总单ID","NUMBER","22","12","0","Y"
"TPL_EXPORT_ORDER","EORDERNO","订单附属号","订单附属号","VARCHAR2","30","","","N"
"TPL_EXPORT_ORDER","LINENO","","","VARCHAR2","20","","","N"
"TPL_EXPORT_ORDER","CREDATE","制单日期","制单日期","DATE","7","","","N"
"TPL_EXPORT_ORDER","PREEXPDATE","预出货日期","预出货日期","DATE","7","","","N"
"TPL_EXPORT_ORDER","EXPDATE","出货日期","出货日期","DATE","7","","","N"
"TPL_EXPORT_ORDER","PREARRIVEDATE","预到货日期","预到货日期","DATE","7","","","N"
"TPL_EXPORT_ORDER","ARRIVEDATE","到货日期","到货日期","DATE","7","","","N"
"TPL_EXPORT_ORDER","PTRANSMODEID","原运输方式","原运输方式","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","TRANSMODEID","运输方式ID","运输方式ID","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","EARLYDATE","最早到达日期","最早到达日期","DATE","7","","","N"
"TPL_EXPORT_ORDER","COMPOSEINFO","合单信息","合单信息","VARCHAR2","100","","","N"
"TPL_EXPORT_ORDER","TRANSNO","出库运输单号","出库运输单号","VARCHAR2","80","","","N"
"TPL_EXPORT_ORDER","RECCOMPANYID","客户单位ID","客户单位ID","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","COMPANYTYPE","客户渠道","客户渠道","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","TAXFLAG","是否保税品","是否保税品","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","INPUTMANID","录入人ID","录入人ID","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","JOBTYPE","作业类别","作业类别","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","OPERATIONTYPE","业务类型","业务类型","NUMBER","22","2","0","N"
"TPL_EXPORT_ORDER","MEDICINECLASS","毒麻性","毒麻性","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","RECEIVEADDR","收货人地址","收货人地址","VARCHAR2","300","","","N"
"TPL_EXPORT_ORDER","RECEIVEHEAD","收货抬头","收货抬头","VARCHAR2","150","","","N"
"TPL_EXPORT_ORDER","REALRECADDR","实际收货地址","实际收货地址","VARCHAR2","300","","","N"
"TPL_EXPORT_ORDER","REALRECMAN","实际收货人","实际收货人","VARCHAR2","100","","","N"
"TPL_EXPORT_ORDER","RECEIVEMAN","收货人","收货人","VARCHAR2","100","","","N"
"TPL_EXPORT_ORDER","SIGNMAN","签收人员","签收人员","VARCHAR2","40","","","N"
"TPL_EXPORT_ORDER","PARTEXPFLAG","部分出货标志","部分出货标志","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","SAMELOTFLAG","是否同批号","是否同批号","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","URGENFLAG","是否急单","是否急单","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","ADDINVOICEFLAG","是否附发票","是否附发票","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","ARRIVEMEMO","到店备注","到店备注","VARCHAR2","200","","","N"
"TPL_EXPORT_ORDER","EXPORTMEMO","出货备注","出货备注","VARCHAR2","500","","","N"
"TPL_EXPORT_ORDER","DETAILLINES","细目笔数","细目笔数","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","SRCEXPNO","原始出库单号","原始出库单号","VARCHAR2","40","","","N"
"TPL_EXPORT_ORDER","TRANSID","运输地址ID","运输地址ID","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","PORDERID","进货订单号","进货订单号","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","BILLFROM","单据来源","单据来源","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","CONFIRMMAN","确定人ID","确定人ID","NUMBER","22","12","0","N"
"TPL_EXPORT_ORDER","CONFIRMDATE","确定时间","确定时间","DATE","7","","","N"
"TPL_EXPORT_ORDER","USESTATUS","细单状态","细单状态","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","OUTMODE","出库方式","出库方式","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","INVOICETYPE","发票类型","发票类型","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","TRANSCLASS","运输条件","运输条件","NUMBER","22","2","0","N"
"TPL_EXPORT_ORDER","RECEIVEPHONE","收货人电话","收货人电话","VARCHAR2","40","","","N"
"TPL_EXPORT_ORDER","ALLOCATETIME","订单分配时间","订单分配时间","DATE","7","","","N"
"TPL_EXPORT_ORDER","EXPFLAG_320","","","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","EXPDATE_320","","","DATE","7","","","N"
"TPL_EXPORT_ORDER","EXPFILENAME_320","","","VARCHAR2","60","","","N"
"TPL_EXPORT_ORDER","EXPFLAG_330","","","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","EXPDATE_330","","","DATE","7","","","N"
"TPL_EXPORT_ORDER","EXPFILENAME_330","","","VARCHAR2","60","","","N"
"TPL_EXPORT_ORDER","EXPFLAG_340","","","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","EXPDATE_340","","","DATE","7","","","N"
"TPL_EXPORT_ORDER","EXPFILENAME_340","","","VARCHAR2","60","","","N"
"TPL_EXPORT_ORDER","EXPFLAG_345","","","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","EXPDATE_345","","","DATE","7","","","N"
"TPL_EXPORT_ORDER","EXPFILENAME_345","","","VARCHAR2","60","","","N"
"TPL_EXPORT_ORDER","EXPFLAG_350","","","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","EXPDATE_350","","","DATE","7","","","N"
"TPL_EXPORT_ORDER","EXPFILENAME_350","","","VARCHAR2","60","","","N"
"TPL_EXPORT_ORDER","FINISHFLAG","业务完成标志","业务完成标志","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","TPRICETICK","计费勾兑标志","计费勾兑标志","NUMBER","22","1","0","N"
"TPL_EXPORT_ORDER","TPRICEFLAG","不计费标志","不计费标志","NUMBER","22","1","0","N"
